image,success,qr_content,filters,configs,duration_ms,attempt_num
IMG_1703.jpg,true,https://www.sefaz.rs.gov.br/NFCE/NFCE-COM.aspx?p=43260210139706000192652100001052721551322071|2|1|1|B5878E4D623AC7C5F54E972A21C0F52FE866D926,Gamma,"[{""name"":""Gamma"",""params"":{""gamma"":""0.60""}}]",54,N/A
